Sr. No.,Roman News Items,Label
259,"france mai ho rahy pension muzahiry ka nhi hai yeh video, paris ky degar mamla ka video ko gumrahkun dawa ky sath viral",FAKE
260,farzi dawa ky sath viral ho rahi hai 2018 pti rally ki tasweer,FAKE
261,palestine mamlah par OIC ky hangami ijlas ky naam par viral ki rahi taweer 2016 ki hai,FAKE
262,palestine-israel tanaziya ky darmiyan viral ho rahi yeh tasveer 2014 ki hai,FAKE
263,finland mai bheer bhary darya ki purani tasveer is dawe ky sath shre ki ja rahi hai keh yeh america ki hai,FAKE
264,"Qatar government ny fifa worldcup ko ly kr jari nhi kia yeh viral instruction, share kia ja raha graphic gumrahkun hai",FAKE
265,"cartoonist lars wolks ky car hadsa ka nhi hai yeh video, gumrahkun post hui viral",FAKE
266,cricketer shoaib akhtar ki tang tabdeel hony ka gumrahkun dawa ho raha social media par viral,FAKE
267,"kashmir ky naam par viral ho rahi tasweer lakhnow police ki hai, 9 saal qabal pesh aya tha mamla",FAKE
268,kashmir ki masjid ky video ko kia ja raha pakistan ka bta kar share,FAKE
269,kashmir mai khawateen ky ihtejaji muzahira wala purana video phir sy ho raha viral,FAKE
270,"kindria wadyalia ky naam sy viral ho raha video andhar pardesh ky college ka hai, gumrahkun hai dawa",FAKE
271,"gujrat ky naam par viral ho rahi MP ki tasver, education par 400 crore nhi 95,000 crore rupees ka hai budget",FAKE
272,shaam ky bazurg aur halak shuda nujawan ka video kashmir ky naam par viral,FAKE
273,shahrukh khan ny mannat ko ky kr nhi ki koi appeal viral ho raha message farzi hai,FAKE
274,punjab sensor board ny barbie ko noc dia jabkeh punjab hakumat ny film ki screening rok di,FAKE
275,shaheen bagh ka muzahir nhi pulwama mai pakra gya mushtaba dehshatgard hai,FAKE
276,muzahira ki tasveer ko kia ja raha gumrahkun dawa ky sath viral,FAKE
277,malaim singh ky akhri rasumat ki nhi hai yeh viral tasver,FAKE
278,mumbai ka taqreeban derh mah purana video ahmadabad ki masjid mai lockdown ky haliya khilaf warzi ky dawa ky sath viral,FAKE
279,manmohan singh ky muqably modi hakumat mai 38 percent barhy banking fraud wali post gumrahkun,FAKE
280,"mahrashtar ky kolhapur mai truck mai mily bachy madrisy mai parhty hain, gumrahkun dawa viral",FAKE
281,maidan mai rakhy rashan ki is tasver ka iran sy nhi hai koi taluq,FAKE
282,"maxico ky rukan parliament ny 2013 mai oil bill ky sabab utary thy libas, viral post gumrahkun dawa ky sath viral",FAKE
283,namaz e janaza parh rahy logon ki is tasweer ka nhi turkiye zalzala sy taluq,FAKE
284,namaz ky doran imam par charhi billi ka al-jazair ka video turkiye aur saudia arab ka bataty huwe kia ja raha viral,FAKE
285,nupur sharma ky purany video ky ak hissa ko naya bta kr kiya gya viral,FAKE
286,"newzealand ki wazereazam ny christ church mai huwe hamla ky baad kia tha ak waqt ki azan ka radio aur tv broadcast ka ilan, purani kharab gumrahkun dawa ky sath viral",FAKE
287,"hath ki shakal waly darakht ki yeh tasver khasmir ki nhi, britain ky wales ki hai",FAKE
288,hollywood adakara katty homes ki tasver ko kiya ja raha farzi kahani ky sath viral,FAKE
289,himachal pardesh mai hui land sliding ky video ko kia ja raha naran pakistan ky naam par farzi dawa k sath viral,FAKE
290,hindustan ky naagpur chanduara road par huwe car accicent ko pakistan sy jor kr kiya ja raha viral,FAKE
291,hindustan ky gdp ko other countries sy strong btany ky dawa ky sath viral ho rahy graphics mai shamil adad o shumar purana aur gumrahkun hai,FAKE
292,viral taswer asal makhluq nhi balky fankari hai,FAKE
293,viral tasver hal mai huwe afghanistan ky mazar shareef ki shia masjid hamla ki nhi hai,FAKE
294,"viral tasweer ka abudabi ky airport hamla sy nahi hai, purana video gumrahkun dawa ky sath viral",FAKE
295,"viral video hal mai peshawar mai huwe hamly ka nhi hai, purana video gumrahkun dawa ky sath viral",FAKE
296,"viral video hal mai huwe murree hadsa ka nhi hai, purana video gumrahkun dawa ky sath viral",FAKE
297,"viral video ka haal mai yaman mai hui bambari sy nhi hai koi taluq, ek dahai purana video gumrahkun dawa ky sath viral",FAKE
298,wakeel seema kashoba ka naam dunya ki basalahiyat khawateen ki fehrist mai shamil hony ka dawa gumrahkun hai,FAKE
299,"yeh tasver istanbul mai hal nai huwe hamly ki nhi hai, viral taswer purani hai",FAKE
300,"ukraine par ho rahy hamly ka nhi hai ye video, purana video haliya btaty huwe viral",FAKE
301,ukraine ky shehar odesa ki 2014 ki tasver gumrahkun dawa ky sath viral,FAKE
302,christiano ronaldo ky worldcup ky pitch par hamla-awar k sath waqiya ko galt tareeqy sy paish kia gya,FAKE
303,gumrahkun posts south africa pohanchny waly do russian tu-160 bambar tyaron ki purani footage gardish kr rahi hain,FAKE
304,gumrahkun posts ka dawa hai keh sirilanka ky akhbar ny toheen e mazhab ky baad pakistan ky mazhabi inteha pasandon ka cartoon shaya kiya,FAKE
305,gumrahkun posts ny zalzaly ky purany  clips ko dobara zinda kia jab turkey tabahi sy dochar huwa,FAKE
306,misleading nicky minaj tweet covid 19 vaccine namardi ky khadshat ko phelata hai,FAKE
307,maghribi kinary ki purani tasver kashmir par muzalim ky ilzamat ky bary mai gumrahkun posts mai share ki gai hai,FAKE
308,moqami police ka kehna hai keh is video mai hindustan ky zeer e intezam kashmir mai baraf mai phansi maa aur bachy ko bacha lia gya hai,FAKE
309,nigeria ky alehdgi pasand yahudi riyast ki foji salahiyat ky bary mai gumrahkun dawy krty hain,FAKE
310,november 2022 mai istanbul dhamaky ky baad gumrahkun siyaq o sabaq mai purani video dobara manzar e aam par aii,FAKE
311,helicopter ky malby ki purani tasaweer mai 2022 mai balochistan ka hadsa nhi dikhaya gya,FAKE
312,virus phelny k baad pakistan mai primary schools ki bandish ky bary mai posts gumrah krti hain,FAKE
313,"vishwas news ky zariye galt malumat 2021 ka report card: covid 10 ki galt malumat par 40% haqaiq ki janch ki gai kahaniyan, rujhan saz waqiyat ky bary mai jhut par 40%, jali hawalon, tarmeem shuda tasawer, video par 20%",FAKE
314,video CO2 sy chaly waly warming par data ko gumrah krti hai,FAKE
315,"video shamsi, hawa ki tawanai ky backup ky akhrajat par gumrah krti hai",FAKE
316,video hawai adon par maya ly jany ki policy ko gumrah krti hai,FAKE
317,venezuela mai russian jungi tyaron ky bary mai cnn ki report 2018 ki hai aur is ka ukraine jung sy koi taluq nhi hai,FAKE
318,yeh 2018 mai zalzala mutasireen ko talash krny waly kuton ki stock tasaweer hain,FAKE
319,yeh AFP ki ak tasweer hai jis mai 2014 mai pakistan mai taliban ky hamly ky baad dikhaya gya hai,FAKE
320,"german solar, wind power sard mosam mai nakam nhi hui",FAKE
321,mangharat report mai jhuta dawa kia gya hai keh itanian police ny vatican mai pedophile cardinals ko giraftar kia,FAKE
322,"taswer sewden mai helicoptor de-iceing wind turbine dikhati hai, texis mai nhi",FAKE
323,in tasaweer mai britain ky wazeer e azam boris johnson ko january 2020 mai brexit ka jashan manaty huwe dikhaya gya hai,FAKE
324,"nahi, is viral video mai charles de gal hawaiady par chuhon ko nhi dikhaya gya hai",FAKE
325,"radio active, vaccine germany ky kisi medical institute sy chori nhi hui",FAKE
326,"is tasweer mai austria ki gulukarah Conchita Wurst aur un ky business manager ko dikhaya gya hai, laksumberg ky wazeer e azam ko nhi",FAKE
327,social media posts germany mai covid-19 Pfizer-BioNTech vaccine ko galt tareeqy sy paish krti hain,FAKE
328,anti parjevi dawa ivermectin covid 19 ka sciencee tor par sabit shuda ilaaj nahi hai,FAKE
329,"nahi, pope ko bachon ki smuggling ky ilzam mai giraftar nhi kia gya tha",FAKE
330,social media posts pompy volcano ky shikar ky bary mai purany nataij ka ishteraq krti hain,FAKE
331,britain rajj k khatmy ki larai ky doran queen Elizabeth II ko salam krny waly hindustani right hand group ky jhuty dave ky sath tasweer share ki hai,FAKE
332,britain dadi ky bary mai facebook par jhuta dawa gardish krta hai jinhon ny clinical trials ky bahir britain ki pehli covid 19 vaccince hasil ki,FAKE
333,covid-19 vaccine ap ky dna ko change nhi krti hain,FAKE
334,covid-19 vaccine khawateen ki naasbandi ka sabab nhi banti,FAKE
335,is video mai october 2022 mai romania mai police aur football fans ky darmiyan tasadum dikhaya gya hai,FAKE
336,doctor anthoney fauci ny ateraf keh mask mendate ak wasi spectrum ki nakami thi,FAKE
337,dimagi aneurysm youth mao ak sangeen aur aam corona virus mRNA vaccine ki chot hai,FAKE
338,log 24 april ko national rape day mai hissa ly rahy hain,FAKE
339,bill gates ap ki namyati padawar ko khatarnak chemical ky sath coating kr rahy hain,FAKE
340,aqwam e mutahidah nabaligon ky sath jinsi taluqat ko jurm qarar deny ka mutalba,FAKE
341,sciencedan yeh samjhny ky liye jadojehad kr rahy hain keh CO2 mai izafy ky bawajud antartica 70 saloon sy garam q nhi huwa hai,FAKE
342,ak video sabit krti hai keh hamari apni hukumat taslee kr rahi hai keh wo asman par zehrely chemical ka chirkao kr rahy hain,FAKE
343,video mai dikhaya gya hai keh russian sadar viladmir putin amarican democracy ky bary mai english mai baat kr rahy hain,FAKE
344,american defence department ny virus ky malum hony sy mahinon qabal ukraine mai corona virus ki tehqiqat ky liye ak moahida dia tha,FAKE
345,video mai kenya ky sadar ko yeh kehty dikhaya gya hai keh wo american dollor sy chutkara paen gy,FAKE
346,elon musk logon ko soty huwe 90 dinon mai 1 million dollor kamany ka moqa faraham kr raha hai,FAKE
347,america mai hamara apna central bank digital currency system 1 july ko shuru hony ja raha hai. Isy FedNow adaigi ka nizam kaha jata hai,FAKE
348,cash app ky bani bob lee ki mot FedNow sy munsaliq hai,FAKE
349,ak video mai ak transperson ky sath Anheuser-busch ki shirkat ky silsaly mai bud light cancer ko tabah krny wala steam roller dikhaya gya hai,FAKE
350,isqat e hamal ki goliyan khatarnak hain aur 5 mai sy 1 aurat paichedgi ka shikar hogi,FAKE
351,"bachon ki sehat k tahafuz ky liye lead paint par pabandi nahi lgai gai, balky is liye keh yeh logon ko tabqari sy bachye ga",FAKE
352,banduq ky tashadud ky khilaf ehtejaj krny waly tennessse state ky law makers ky iqdamat 6 january ky bagawat pasandon ky iqdamat ky kam az kam masawi thy,FAKE
353,nike sam dushmani ky khilaf mudamah haar gai aur usy apny sarfeen ko gift cards dena pary,FAKE
354,video mai ukraine mai jung ki footage dikhai gai hai,FAKE
355,canada ny sirf LGBT ky khilaf iehtejaj krna ghair qanoni bna dia,FAKE
356,uttarpradesh ky kaas ganj mai july maah ky qatal mamla ky video ko guzishta roz ka bta kr kia ja raha hai viral,FAKE
357,hitler ky concentration camp sy munsalik hai ye taswir gumrahkun dawa ky sath ho rahi viral,FAKE
358,talwar ly kar mehakma bijli mai hangama krty nazar araha shakhs ka viral video jaypur ka nhi jodhpur ka purana mamla hai,FAKE
359,pakistani jhandy ky sath raakhi sawant ki tasver gumrahkun dawa ky sath viral,FAKE
360,do saal pehly kedarnath mai huwe helicopter crash ki tasver ko ab ladakh ka bta kr kia gya viral,FAKE
361,bachy ki pitai ka ye video mumbai ka nhi banglore ka hai,FAKE
362,mohali ky ak saal purany muzahiry ky video ab kia kia ja raha viral,FAKE
363,video mai dikh rahi singer kishore kumar ki poti nhi hain,FAKE
364,dehli ky sangam vihar ki purani tasver varanasi ky naam par ki ja rahi viral,FAKE
365,bhagwan sri krishna ki yeh qabil e iteraz painting 5 saal pehly ho chuki hai zabt purani tasver ko guzishta roz ka bta kr kia ja raha hai viral,FAKE
366,yeh tasweer bengaluru mai tashadud krny wali bheer ki nhi bangladesh mai huwe purany ehtejaji muzahiry ki hai,FAKE
367,covid 19 ki apni koi ph value nhi hai viral ho rahi post gumrahkun,FAKE
368,saudiarab mai smuggle shuda beer ki purani tasveer qatar worldcup ky bary mai posts mai dobara samny ai hai,FAKE
369,posts ny microsoft ky shareek bani ky kuch tabsaron ko nazar andaz kr dia hai,FAKE
370,posts netherland ky food forest ky size ko barha charha kr paish krti hain jo 1100 acre par nhi balky 6 acre par muheet hai,FAKE
371,polar bear ki abadi ka graph naqabil e aitebar data istemal krta hai,FAKE
372,nhi america ky april june 2020 yoy ky jdp ky stats ny hindustan sy zyada kharab karkardgi nhi dikhai andar ki tafselaat,FAKE
373,rohingyon ky naam sy gumrahkun dawy ky sath viral huwa atm chor gange ka video,FAKE
374,bheer ny mazhab puch kr nhi bacha chor samajh kr peeta tha hindu muslim ki baat farzi hai,FAKE
375,2017 mai lakhnow ky madrisa mai huwe istehsaal ka mamla dobara huwa viral,FAKE
376,fact check 48 ghanton mai caripel sy dengo thik hony ka dawa krny wali post gumrahkun hai,FAKE
377,farzi id ky zariye qabil e aiteraz tanqeed krny ka mamla himachal pradesh nhi up ky hamirpur ka degar shakhs ki tasver mulzim ky nam par viral,FAKE
378,bachon ko berehmi sy maarny wala video hindustan nhi saudiarab ka ak saal purana video hai,FAKE
379,rajasthan ka purana video social media par kia ja raha hai viral,FAKE
380,new delhi vishwas news social media par gardish krny wali ak viral tasver mai ak arcade ky phool ko duck sy similar dikhaya gya hai sath ky dawy sy pta chalta hai keh ye batakh ka arcade hai,FAKE
381,manhattan mai purtashadud jaraim ab record satah par hain,FAKE
382,florida disaster fund ky liye ikathy kiye gaye $70 million sy kisi ko ak paisa nhi mila,FAKE
383,silicon valley bank ny BLM movement ko $73M ka atiya dia,FAKE
384,Jhuti posts ka dawa hai keh canadian spinner wali ukraine pohanchny k foran baad marra gya,FAKE
385,charles darwin ny paishangoi ki keh insanon ki ak zeli nasal hayatiyat sy inkar kry gi aur tareekh ko dobarah likh kr insani taraqi ki sadiyon ko khatam krny ki koshish kry gi,FAKE
386,TV maizban doctor phil ny 2023 bazurgon ky fawaid ky program ki toseeq ki,FAKE
387,sabiq sadar donald trump ny kaha keh mujh par koi bhi fardejurm ap par aaid hoti hai,FAKE
388,video mai dikhaya gya hai keh trump ky hami itwar ko hanhattan mai fifth avenue par qataar mai khary hain,FAKE
389,sabiq sadar donald trump ny ak bayan jari jis mai evan ky speaker kevin mccarthy ki dilchasp videos leak krny ki dhamki di gai,FAKE
390,elon musk ny tweet keh wo mushtarkah commission khareeden gy aur nurses ko apny station par mashrubat piny dyn gy,FAKE
391,tasweer mai magic johnson khun ka atiya krty huwa dikhata hai communities ko corona virus sy larny mai madad krny k liye,FAKE
392,sabiq sadar donald trump ny tweet keh tufan ham par hai,FAKE
393,tasweer mai sadar donald trump ko police ny hirast mai ly liya hai,FAKE
394,"america uganda ko ham jins parasti ko qanuni hasiyat deny ky liye hatmi warning deta hai, ya koi imdad nhi",FAKE
395,kari lake ny 2016 ki ak tweet mai trump ko taft ky baad sab sy mota sadar qarar dia,FAKE
396,ham is saaf tawanai wali wind turbine ko barf sy pak krny ky liye sirf 300 gallon jet fuel jala rahy hain jisy chalany ky liye 80 gallon artificial oil ki zarorat hai,FAKE
397,geogia ki deklab county ky liye $2 million ki grant antekhabi dafatir ky niji qabzy ky mutradif hai,FAKE
398,kisi bhi chez ky muqably mai gharelu tashadud ki calls ka jawab huwe zyada police ehalkar mary jaty hain,FAKE
399,elon musk ny twitter sy greta thunberg par pabandi lga di,FAKE
400,Russian Dementia ki dekh bhai ki sahuliyat apny poster par biden ka istemal kr rahi hain,FAKE
401,clinton ky itehadi pur israr tor par mar gaye,FAKE
402,1920 aur 2020 mai li gai mujasma e azadi ki tasaweer sy pata chalta hai keh satah e samundar mai koi tabdeli nhi ai hai,FAKE
403,bayen bazu apni tareekh ki kitabon sy mount rishmor ko mitany ky liye pur azam hai,FAKE
404,audio ny sabiq sadar donald trump aur barak obama ko mishal obama ki jins par behas krty huwe dikhaya ,FAKE
405,"elon musk ny tweet, dunya chipti hain",FAKE
406,the simpsons ny january mai bank of america ky sarfeen ky khaton sy raqam gaib hony ki paish goi ki,FAKE
407,the view and kyle rittenhouses ky sath 22 million dollars aur rasmi mafi mai ty pata hai,FAKE
408,video sy pta chalta hai keh ghar par corona virus test istemal krty waqt kuch mashrubat corona virus ky liye musbat test kr skty hain,FAKE
409,2020 ky intekhabat munsana nhi ho skty thy kyunky los angles county ny qanuni charah joi ky doran is baat par itefaq keh intekhabat ky baad 1.2 million naehal voters thy,FAKE
410,elon musk jald hi facebook hasil kry ga,FAKE
411,ashli babbitt zinda aur khairiyat sy hain,FAKE
412,video mai dikhaya gya hai keh elon musk ak anti ageging ilaj ki toshiq krty hain,FAKE
413,bill gates ka dawa hai keh wo dawasazi ki sanat ka ak darust numaindah hai kyunkeh is ny mozu ky bary mai boht si kitaben parhi hain,FAKE
414,nai footage jari hony ky foran baad 6 january ki committee khatam kr di gai,FAKE
415,american senitor josh holy ny committee ki samaat mai american Attorney General Merrick Garland ko rony par majbur,FAKE
416,"is tyary ky hadsy mai halak hony waly panch afrad east palestine mai pani, mitti, aur hawa ky mayar ko janchny ky liye ohio jana tha",FAKE
417,tammy balwin ly jana chahta hai Medicare and Social Security,FAKE
418,breaking: john fetterman istefa ka elan,FAKE
419,ukraine ky sadar Volodymyr Zelensky ka kehna hai keh wo chahty hain keh america ky bety aur betiyan ukraine mai mar jayen,FAKE
420,"ohio mai, yahan 75,000 akar kheti bari hai, zarkhaiz bari, jo ab tezab ki barish sy beh rahi hai",FAKE
421,lakhon ki tadad mai musalman isaiyat ikhtiyar kr rahy hain,FAKE
422,"3 february ko train ky patri sy utarny sy pehly east palestine, ohio ky rehaishiyon ko sans leny mai dushwari jesy tawel mudati sehat ky masail ka pta lgany ky liye digital ids di gain",FAKE
423,mehkma insaf walideen ko bula raha hai jo is bary mai fikarmand hain keh un ky bachon ko pharhaya ja raha hai wo unhen dehshatgard qarar dy rahy hain,FAKE
424,woody harrelsons ky 60 seconds in ky a monologue ky wast mai show ky baad jari kardah tarmimat sy kaat diye gye thy,FAKE
425,breaking trump ny marines ko sadarti bagawat rokny ky kiye tayar,FAKE
426,video mai sadar joe biden ko ak ajnabi tasadum ko yaad krty huwe dikhaya gya hai,FAKE
427,"2022 mai america mai 297 amwat mai riffiles mulawis thin aur qabz sy 2,167 afrad halak huwe",FAKE
428,chlorine ky sath ilaj shuda nal ka pani pina ya istemal krna khatarnak hai kyunkeh chlorine ak zehar hai,FAKE
